Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
The Wild Man of the Navidad,2008,"27, 18, 9648","Based on the recently acquired journals of Texan Dale S. Rogers, this vintage horror tale debunks history books to tell the veracious, harrowing story of a rural Texas community whose residents were terrified for years by a mysterious creature inhabiting the nearby woods.",en,https://image.tmdb.org/t/p/w500/AufmnFMd8WYxU26JJEajyuftQwj.jpg,4.1,Duane Graves,,
Quantum of Solace,2008,"12, 28, 53, 80","Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",en,https://image.tmdb.org/t/p/w500/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,6.3,Marc Forster,"EON Productions, Metro-Goldwyn-Mayer, Columbia Pictures, B22",
Disfigured,2008,18,"Lydia is an overweight sales clerk in a trendy home furnishings store, nearing 30. Though she is a member of a Fat Acceptance Group (a movement dedicated to fighting prejudice against overweight people), she is still struggling with complex feelings about her body and its place in the world. Darcy, a recovering-anorexic real estate agent in her mid-20s, is struggling with the same issues from a very different perspective.",en,https://image.tmdb.org/t/p/w500/sDndC9hHt74RLRQfoYBg8G8NBTq.jpg,4.857,Glenn Gers,,
I Can't Think Straight,2008,"18, 10749","Tala, a London-based Palestinian, is preparing for her elaborate Middle Eastern wedding when she meets Leyla, a young British Indian woman who is dating her best friend. Spirited Christian Tala and shy Muslim Leyla could not be more different from each other, but the attraction is immediate and goes deeper than friendship. But Tala is not ready to accept the implications of the choice her heart has made for her and escapes back to Jordan, while Leyla tries to move on with her new-found life, to the shock of her tradition-loving parents. As Tala's wedding day approaches, simmering tensions come to boiling point and the pressure mounts for Tala to be true to herself.",en,https://image.tmdb.org/t/p/w500/cC33ZIJnoeC8J8C7fDoXpCXkyA3.jpg,7.543,Shamim Sarif,Enlightenment Productions,
Furtivo,2008,"18, 10749","December 2001, Pablo lives in Buenos Aires in the middle of the worst economic crisis in Argentina. It is not easy for him to find a job and if he does, he is fired almost immediately. He lives alone in a small apartment and his main objective is to find a woman.",es,https://image.tmdb.org/t/p/w500/jjPSkVmMvyq46yxvwykwwurrfj5.jpg,4,Nicolás León Tannchen,"Cinemagroup, INCAA",
A Fox's Tale,2008,"10751, 16, 12","The film is about Little Vuk, the son of the legendary fox who proves its excellent mind and courage.",hu,https://image.tmdb.org/t/p/w500/9JmD7mrimja0tpHMhiA231h6JHx.jpg,1.735,György Gát,DYN Entertainment,
"Márió, a varázsló",2008,"35, 18, 10749","An Italian businessman, Mario comes to the country and opens his shoe company in a small village. A middle-aged female worker falls in love with Mario, but she is not the only one whose life will be changed.",it,https://image.tmdb.org/t/p/w500/l9rG0K5dPPXONQuPYdxTgQCEONq.jpg,4,Tamás Almási,"cinema-film, no limit international",
Bigga Than Ben,2008,"35, 18",Spiker & Cobakka are two self-confessed 'pieces of Moscow scum' who come to London to rip it off. This is their guide.,en,https://image.tmdb.org/t/p/w500/A4TLaZo05yphmD198C5MyL5pYrm.jpg,6,Suzie Halewood,Gas Station 8,
Blood Loss,2008,"80, 18, 37","Jake Reid's father died in a bloody massacre 15 years ago in Covelo, California, after participating in a botched robbery-the loot from which was never found. Jake comes to this small western town to dig up the past and to dig up the money-he digs too deep. As he uncovers the circumstances of his father's death, Jake enlists the help of the daughter of a man his father killed, and fends off the town's brutal sheriff. But Jake isn't the only one looking to haul away the money. Escaped from prison, and on the run, Jake's father's surviving partner in crime shows up in town to finally collect his ill-gotten gains. The sheriff, the outlaw, the locals and the girl go straight to what they know-the gun-and Jake, caught in the crossfire, must decide who's side he is on.",en,https://image.tmdb.org/t/p/w500/nQeMWATdKOy7UPyi5WU2VHOsWAy.jpg,2,N/A,,
Placebo,2008,"35, 18","Shane Canning, a lost twenty-something, struggles with the effects of alcohol on his family and friends, ultimately leading to a discovery that their alcohol related behaviors are not what they seem.",en,N/A,3,Keith Feighan,,
The Spirit,2008,"28, 35, 80, 14, 18","A Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City.  The Octopus, who kills anyone unfortunate enough to see his face, has other plans; he is going to wipe out the entire city.",en,https://image.tmdb.org/t/p/w500/g9qawfzR3LWRC8r8YZ9w2yaQi5W.jpg,4.7,Frank Miller,"Lionsgate, Dark Lot Entertainment, Continental Entertainment Group (CEG), OddLot Entertainment, Media Magik Entertainment, Batfilm Productions",
Golden Oldies,2008,35,"Four friends who only think about enjoying life, with big parties, women and drinks, are surprised by an eviction. In need of money, the group is forced to think about what they hate most: working! Confusion arises when everyone looks for an easy way to get money, with minimum effort. The days pass and the hilarious confusion only increases!",pt,https://image.tmdb.org/t/p/w500/kGUoy9Cb4KzAoRKp1dsxLcYV6Li.jpg,5,Hugo Carvana,"Globo Filmes, MAC Produções, Agência Nacional do Cinema - ANCINE, Banco Regional de Desenvolvimento do Extremo Sul, Imagem Filmes",
"Definitely, Maybe",2008,"35, 10749","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",en,https://image.tmdb.org/t/p/w500/oUdcZfd8r6HZRVIQeaTU0XtQFeQ.jpg,6.9,Adam Brooks,"Ringerike Erste Filmproduktion, Universal Pictures, StudioCanal, Working Title Films",
The Boneyard Collection,2008,"27, 35","A quirky anthology, consisting of four separate short films connected by host segments. The first one, BOOGIE WITH THE UNDEAD, has an all girl rock band booked to play a gig in a town overrun by flesh-eating zombies. In the second one, THE DEVIL'S DUE AT MIDNIGHT, a coven of beautiful witches conjure up Brad Dourif as The Devil, and endures the inept attacks of witch killer Ken Foree. In the first long segment, HER MORBID DESIRES, an actress gets the lead role in a vampire movie, only to discover that starlets are being murdered on the set. The other long segment, CRY OF THE MUMMY, has the reincarnated mummy, formerly the last Pharaoh of the 4th Dynasty, looking to sue the movie studios because he can't get work as a mummy. His new lawyer offers to represent him as an agent, but the mummy will only work in film if he can direct.",en,https://image.tmdb.org/t/p/w500/a26vGixXnJlbGVotVzEyV9lcPFC.jpg,5.4,Edward L. Plumb,Irena Belle Films,
Visioneers,2008,"35, 18, 878","Visioneer George Washington Winsterhammerman lives a comfortable but monotonous life in this slightly futuristic black comedy. When people start exploding from stress and George is showing early symptoms, he's forced to examine his life. Taking a look at his nice job, his sexless marriage and his resistance to life coaching, George reconsiders the philosophy of happiness through mindless activity.",en,https://image.tmdb.org/t/p/w500/n62k6E1V0RjH5bJ1tANEw3XZra8.jpg,5.7,Jared Drake,Fireside Film,
Gardens of the Night,2008,"80, 18","After being abducted as children, and suffering years of abuse, a teenage boy and girl find themselves living on the street.",en,https://image.tmdb.org/t/p/w500/nEDnI0GwPoe9hLSQkmQ7jbCftI8.jpg,6.2,Damian Harris,"Station3, Fastback Pictures, Shoot Productions, La Nuit Americaine, Sobini Films",
Taarka,2008,18,"The first film in the Seto language in the world speaks about the brightest heroine of a small people, the folk singer Hilana Taarka, a woman who lived her whole life as an outcast in a small chimney-less hut; as an unmarried mother of children in poverty, begging her bread, doing odd jobs and singing. She always sang the truth, sometimes bitter, sometimes funny, sometimes cruel. She was feared, despised and coveted. Taarka sang throughout her remarkable life, throughout her fate, from a small Seto village to international fame. And she sang well. Really well. Taarka became the Mother of the Song, a legend. But as a woman, as a member of the community, the Seto people never really accepted her. Taarka - a despised woman and a worshiped singer.",et,https://image.tmdb.org/t/p/w500/6wZMSgLee7w4JZHbpem2t6p9sQr.jpg,5.7,Ain Mäeots,Exitfilm,
Sherman's Way,2008,"35, 99","An eccentric Olympic has-been who prefers leisure to work, finds himself stuck with a rigid pre-law Yale student with no time for wasting time. Between skinny-dipping and stealing cars, this odd-couple learn from each other that balance is the key to getting the girl, getting the job and getting a life.",en,https://image.tmdb.org/t/p/w500/jZlyUFYhdlX235l8P4siLeZFMa6.jpg,4.2,Craig M. Saavedra,,
Say Goodnight,2008,35,"Three guys tell a friend the stories of how they met the loves of their lives, and how they managed to completely screw up the relationships.",en,https://image.tmdb.org/t/p/w500/fGP2te6iFpwYRLtBBcQMhMSIiMe.jpg,5,David VonAllmen,,
Magic Flute Diaries,2008,18,"The Magic Flute's all pervading themes of love and betrayal, reward and retribution, coupled with the encompassing power of Mozart's brilliant score have given rise to a motion picture set during Mozart's 250th birthday celebration year.",en,https://image.tmdb.org/t/p/w500/hYUdtulosqo9ZCJxFfKlai3TG3h.jpg,0,Kevin Sullivan,,
Shelter,2008,18,"With a catastrophic event rapidly approaching, 18 people vie for 10 spots in the small town's only bomb shelter.",en,https://image.tmdb.org/t/p/w500/9ZHyRUANjq9JPv189H9I44mXSRi.jpg,2.7,Chris Elston,,
Fashion Victim,2008,53,"Andrew Cunanan started his murderous spree in Minnesota, continued through Chicago, and despite being the subject of an intense manhunt, was able to kill fashion great Gianni Versace, in Miami, before killing himself.",en,https://image.tmdb.org/t/p/w500/neFgeVr8ikp79gM1VRAcqwl68XH.jpg,3.6,Ben Waller,"NovelFilms, Ambergreen Entertainment, Burning Boat Productions",
A Viking Saga: Son of Thor,2008,"12, 18","Drama set in the viking age, Helgi witnesses the destruction of his village and narrowly escapes to his uncle Rurik who raises him like his son. Many years later he meets the people responsible for his parents death and someone he never expected to see again.",en,https://image.tmdb.org/t/p/w500/6YqDFygJHv9kaGxancJIIGbr2s5.jpg,5.4,Michael Mouyal,Supersonic Entertainment,
Reservations,2008,"18, 10749","Set over a single day and night in a small, Manhattan hotel, this story leads us through the lives of its temporary inhabitants. As the paths of these strangers cross, they become connected.",en,https://image.tmdb.org/t/p/w500/i9Wsy9ylc1QINgfBJT7tM3sApy1.jpg,0,Aloura Melissa Charles,"Altogether Alone, Arrival Cinema LLC, Jaz Films",
The Ode,2008,,"A young, gay Indian flees to Hollywood, away from an overprotective mother and memories of his father's violent death. A successful banker by day, at night his life unravels in a blur of alcohol, drugs, and sex as he grapples with love, loss and ultimately, forgiveness. Based on actual events and the acclaimed novel by Ghalib Shiraz Dhalla.",en,https://image.tmdb.org/t/p/w500/3aphz9MDceAMpnttCketFhshuGs.jpg,2,Nilanjan Neil Lahiri,,
Goodnight Irene,2008,"35, 18",Two solitary men embark on a journey to find a missing woman...,pt,N/A,8,Paolo Marinou-Blanco,Filmes do Tejo,
Summer Hours,2008,18,"After the death of a septuagenarian woman, her three children deliberate over what to do with her estate.",fr,https://image.tmdb.org/t/p/w500/jABmoGrOFloAfnJFcwW7NvJx5UI.jpg,6.436,Olivier Assayas,"Musée d'Orsay, France 3 Cinéma, Canal+, TPS Star",
Dough Boys,2008,"18, 35","Frank and Lou are brothers, running the family's bakery, a fixture in their Bronx neighborhood since 1921. Lou loves it, but the rest of his life is in tatters: he lives alone, bets on the horses, and owes a loan shark. Frank, older, married, and always responsible, wants to get out of the bakery and pursue other dreams. Things come to a head on the day Lou's marker comes due and Frank announces big news. They find themselves reflecting on the life choices they've made.",en,https://image.tmdb.org/t/p/w500/elQUoKi3E4cs1C0Novny3XOHetc.jpg,3,Louis Lombardi,"Ducky Entertainment, Harrington Talents, The Bakery",
Favorite Son,2008,18,"A story of family, of dreams deferred, and of a final chance at redemption. Frustrated with his waning baseball career, David returns to his hometown and becomes obsessed with a local lovely, reaching out to her troubled son. When David is rejected, the townsfolk gossip about his relationship with the boy.",en,https://image.tmdb.org/t/p/w500/pb0EQZNTt4Dbr31cvLXC2ABL5ez.jpg,4.563,Howard Libov,,
House,2008,27,"Trying to recover from the nearly marriage-breaking stress following the death of their child, Jack and Stephanie spontaneously take off on a road trip. But when their car breaks down in a remote area, they find themselves in a horrific nightmare. Seeking shelter in a house, they soon realize that more danger lurks inside than outside in this spine-chiller based on Ted Dekker and Frank Peretti's best-seller.",en,https://image.tmdb.org/t/p/w500/5QPnbZLJIO1r6vP9Uejf96V1U1w.jpg,4.7,Robby Henson,"Namesake Entertainment, More Entertainment, Reel Security",
Your Name Here,2008,"18, 27","The lines between reality and perception blur in this comic journey into the life and mind (literally!) of one of sci-fi's most brilliant authors. Paranoid conspiracies of the highest order, drug-fueled interdimensional shifts, and 1970's pop culture combine for the mind-bending adventure of the century.",en,https://image.tmdb.org/t/p/w500/x56q9vO9lLxfCWJPqNKodcx7UI4.jpg,4.5,Matthew Wilder,"Raz Entertainment, MEB Entertainment",
Step Brothers,2008,35,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",en,https://image.tmdb.org/t/p/w500/wRR6U3K3v2iQsG3uw7ehz1ctRyT.jpg,6.6,Adam McKay,"Columbia Pictures, Mosaic Media Group, Gary Sanchez Productions, Relativity Media, Apatow Productions",
Semi-Pro,2008,35,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA), the worst team in the league. In 1976 before the ABA collapses, the NBA plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. If the Tropics want to make it to the NBA, Jackie Moon must rally his team and start winning.",en,https://image.tmdb.org/t/p/w500/7KJrvJf96UpkXsWVOjzCo1IbnW6.jpg,5.619,Kent Alterman,"New Line Cinema, Mosaic Media Group, The Donners' Company, Road Rebel",
Forever Strong,2008,"18, 28","Rick Penning lives life just like he plays rugby; fast, hard-hitting and intense. When life on the edge lands him in jail, prison ward Marcus Tate offers him a chance to get back in the game by playing for his rival, Highland Rugby. Reluctantly Rick joins the team where he must adopt the grueling training schedule that Coach Gelwix enforces, or finish out the season behind bars.",en,https://image.tmdb.org/t/p/w500/1kweebohYl7gXnIrtRYxsehTzG3.jpg,7.1,Ryan Little,"Go Films, Picture Rock Entertainment",
Beau Jest,2008,"10749, 35","BEAU JEST is the hilarious, heartwarming story about Sarah Goldman, a beautiful young school teacher from Chicago who is involved with Chris, a great guy with just one apparent flaw, he's not Jewish. Sarah tells her parents that she is no longer seeing Chris, but continues to date him in secret.",en,https://image.tmdb.org/t/p/w500/nfcGgCI6qqUnhLoOqjTxYOaFQ23.jpg,2,James Sherman,"Prostorm Pictures, Stone Five Studios",
Bunker Hill,2008,"37, 18","Peter Salem, a former Wall Street executive recently released from prison, returns to his ex-wife and children in the small town of Bunker Hill, Kansas. Soon after he arrives, the town's electricity and power are shut off, and there is no way to communicate with authorities outside of town. The town's militant past is reawakened and forces coalesce to protect citizens from an unseen enemy. The town's fear leads to the creation of a posse of gunmen, resulting in torture, illegal searches and eventually, murder, against which Salem must stand.",en,N/A,0,Kevin Willmott,Ninth Street Studios,
When Kiran Met Karen,2008,,"A famous Bollywood actress, Kiran, meets a lesbian journalist, Karen - 3 days before the release of her international film - 'A Himalayan Love Story'.",en,https://image.tmdb.org/t/p/w500/8T5a8VzJvHpqVPrP1tqQ9TuKPD6.jpg,2.5,Manan Katohora,,
Osso Bucco,2008,"35, 10749","Trapped in his favorite restaurant during the worst snow storm in Chicago history, Jelly Dinotto, a lovable, misfit mobster, has one night to escape the family business and win the heart of Megan the woman of his dreams.  The problem? Jelly and his trigger-happy cousin, Nick, discover that two underachieving detectives are also trapped in the restaurant with a warrant for their arrest.  Sparks soon begin to fly, pistols light up, and the power in the restaurant goes out. Sanity is restored as Megan mysteriously finds herself in charge with the only remaining loaded gun.  As the snow continues to fall, Jelly must ultimately choose between the life he knows and the woman he loves in this engaging dark, romantic mobster comedy.",en,https://image.tmdb.org/t/p/w500/j3tu8cuOZNi01zVQ9ebKl3BfmNg.jpg,5.5,N/A,,
Street Revenge,2008,"28, 53, 80",A local street gang finds a briefcase full of money in an abandoned building. The gang later finds out that the money that they have in their possession belongs to one of New York's biggest crime families.,en,N/A,3,Conrad Glover,,
Los bastardos,2008,"18, 53","A 24 hour period in the lives of Fausto and Jesus, two undocumented Mexican day-laborers in L.A. Each day another task, each day the same pressure to find money. They go about their daily routine, standing on the corner at the Home Improvement Store waiting for work to come. Today, the job they are given is well paid compared to their poor usual wages.",es,https://image.tmdb.org/t/p/w500/9IWueGE4lsO3xEvqzd9zsYi5I3C.jpg,5.5,Amat Escalante,"Mantarraya Producciones, Tres Tunas",
"Carmo, Hit the Road",2008,"12, 18, 10749","Marco is a lonely handicapped Spanish smuggler, driving through Brazil to sell out his cheap goods. When two bandits assault him and steal his load, he is miraculously saved by Carmo, a beautiful local girl who would rather die than spend another day in the hellhole where she lives.  Carmo and Marco will start a lawless, reckless journey, and an intense romance through a breathtaking South American border landscape.",pt,https://image.tmdb.org/t/p/w500/5hicwl8uCoeBSREgnYmYqWFamLE.jpg,4,Murilo Pasta,"A Contraluz Films, BR-3 Films, Gremi Film Production",
Občan Havel,2008,99,,cs,https://image.tmdb.org/t/p/w500/3VuIIZpawxgfXn80kczRcz4nhRg.jpg,7.8,Pavel Koutecký,,
Buster,2008,18,"The story of a guy that anyone in his right mind would run away from. Or should run away from, since Buster spends all his spare time provoking strangers into fights, then refusing to defend himself as they pummel him 'til they grow bored. He's also a grifter, sucking his brother dry, and a cancer, sabotaging his brother's relationship with his girlfriend. Think of him as the patron saint of passive aggression, the don of all losers, or maybe just a regular guy who lost his mind trying to avoid growing up.",en,https://image.tmdb.org/t/p/w500/nVkgDjcfLZ2aRgN3zcl4gGieGSE.jpg,0,Lovisa Inserra,"Red Sister, Governess Films",
Lady Godiva,2008,35,"Quirky young art teacher Jemima takes up a £100,00 bet to ride through the town naked on horseback like Lady Godiva to keep her beloved Art Factory open.",en,https://image.tmdb.org/t/p/w500/6rOkmUBmNSN8tPdV4OjzQhzAZrB.jpg,1,Vicky Jewson,Jewson Film Productions and Lady Godiva,
The Brothers Bloom,2008,"12, 35, 18, 10749","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",en,https://image.tmdb.org/t/p/w500/xIz8iwzyjgWGzcIwHKpqhBs77ML.jpg,6.602,Rian Johnson,"Summit Entertainment, Endgame Entertainment, Ram Bergman Productions",
North Face,2008,"12, 18, 28, 36, 53",North Face tells the story of two German climbers Toni Kurz and Andreas Hinterstoisser and their attempt to scale the deadly North Face of the Eiger.,de,https://image.tmdb.org/t/p/w500/onTd66RoxdrLKUhtcS1IOwdvjCv.jpg,7.203,Philipp Stölzl,"Dor Film-West, Majestic Filmproduktion, Lunaris Film, MedienKontor Movie GmbH, Triluna Film AG, ARD",
Blackout,2008,"27, 53",Three people from different walks of life find themselves trapped inside a stalled elevator. What at first seems like an inconvenience rapidly escalates into a nightmare.,en,https://image.tmdb.org/t/p/w500/a6Z2OGtGTolqfmGaMvuVi8CUSxq.jpg,5.4,Rigoberto Castañeda,Morabito Picture Company,
College,2008,35,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,en,https://image.tmdb.org/t/p/w500/e963mXIiuSwVyklsJxJ68mQ4CE.jpg,4.7,Deb Hagan,"Element Films, LIFT Productions",
My Name Is Anthony Gonsalves,2008,"18, 35","Riya lives a middle-classed lifestyle in Mumbai and works as an Assistant Director for a movie producer, Bharucha. After the passing of her mother, she is consoled by a young man, Anthony Gonsalves, in the church graveyard. He introduces himself as the son of Jeffrey, who passed away during 1986, and works as a waiter in Jimmy's Pub...",hi,https://image.tmdb.org/t/p/w500/3fub9IvLqhwtfTHQSuBTIXgXEJh.jpg,4.4,Eeshwar Nivas,,
Kamasutra Nights,2008,10749,"Set in a mystic land, The films looks into the relationship between lust, passion and free will against black magic.",en,https://image.tmdb.org/t/p/w500/u73XqA00CArgI7P91ppJiBpxUrS.jpg,4.6,Eric Manning,Global One Studios,
Le Prince de ce monde,2008,"14, 53",,fr,https://image.tmdb.org/t/p/w500/sUPf1In8ZmJiffs3NNfiDc0cOD1.jpg,5,Manuel Gómez,"Transat Productions, Centre du Cinéma et de l'Audiovisuel de la Communauté Française de Belgique, Monkey Productions",
The Tumbler,2008,,"Two men, lost in the Australian desert, or are they? Hurtle, a tough Aussie bloke and ex-con, and Tahir, a soft-spoken, Afghani-Australian, are near death as they stumble across Jen, a headstrong American soldier stationed alone on a remote military base. In good faith, and against regulations, Jen offers to help Tahir and Hurtle. But when Tahir drops a GPS Unit from his pocket, it becomes clear that they're not lost, they're exactly where they planned to be.",en,https://image.tmdb.org/t/p/w500/9h9DRe2GmlMGf9KPAG0szdSTust.jpg,0,Marc Gracie,,
Kit Kittredge: An American Girl,2008,"10751, 35, 18, 9648","The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",en,https://image.tmdb.org/t/p/w500/niHi0hJSryO5DpSVNCMASc3EELc.jpg,6.439,Patricia Rozema,"American Girl Brands, New Line Cinema, Goldsmith-Thomas Productions, Red Om Films, HBO Films, Picturehouse, Front Street Films",
Summer of the Flying Saucer,2008,,"It’s Ireland in 1967, when a flying saucer full of aliens lands on Dan’s farm. Dan falls in love with an alien girl and tries his best to make everybody believe that she and all the other aliens are humans.",en,https://image.tmdb.org/t/p/w500/aSoaUCve604kAqinAWL3BLE2isj.jpg,0,Martin Duffy,,
Don't Shoot the Pharmacist,2008,35,"Zack Wright, a pharmacist who works the graveyard shift in Brooklyn, alongside Ty Jackman, a blunt, wise-cracking pharmacy tech, would rather be stuck in Vegas as a roulette dealer rather than dreaming his nights away at Goodyear Pharmacy on Coney Island Avenue.  Several customers patronize the store, varying from idiotic to obnoxious, from beautiful to dangerous, as Zack and Ty go through the motions of another bizarre night.",en,N/A,0,David Broitman,"New York Short Stories, So Real? Entertainment, So Real? Films",
All God's Children Can Dance,2008,18,"In Korea Town Los Angeles, a young man, Kengo, believes he's the son of God - that's what his mother told him since he was a young boy. He spends his days working his dead-end job and figuring out his complex feelings for his girlfriend until, one day, he sees a one-eared man who could be his father and decides to follow him around Los Angeles.",en,https://image.tmdb.org/t/p/w500/h1GyhIS0ucEWemagFBpr004BMDP.jpg,4.9,Robert Logevall,,
Vox Populi,2008,"35, 18","Vox Populi is a black comedy about an experienced politician suffering from a midlife crisis. When he comes into contact with the common-man's logic of his new in-laws, this has a far-reaching effect on both his political and his personal life.",nl,https://image.tmdb.org/t/p/w500/pMflN3lXwIHfPWIgk3fNVf835LJ.jpg,7,Eddy Terstall,,
Il prossimo tuo,2009,18,"Rome, Paris and Helsinki right after the Madrid bombings. Three stories about people who, for different reasons, are afraid of others – the eponymous ""thy neighbor."" A humanity full of differences, but at the same time, with very similar feelings. So similar that their stories appear almost parallel and complementary.",it,https://image.tmdb.org/t/p/w500/v7kqBJqZeINzGqQSnXW4clZB5mW.jpg,0,Anne Riitta Ciccone,"La Trincea, FS Film, Ad Astra Films, RAI Cinema, Film Commission Torino Piemonte, Roma Lazio Film Commission, YLE, Finnish Film Foundation",
The Deal,2008,35,"Charlie Berns is a veteran Hollywood movie producer who has given up on his career and life. That is until his idealistic screenwriter nephew comes bearing the script of a lifetime and Charlie decides to give his career one final shot. The only thing standing in his way is Diedre Hearn, a sharp-witted studio executive brought in to keep Charlie in line.",en,https://image.tmdb.org/t/p/w500/mFv4W2S7t3bygIYOweDd14FSRph.jpg,5.5,Steven Schachter,"Peace Arch Entertainment Group, Dog Pond Productions, Muse Entertainment, Berk/Lane Entertainment, Sydnyk Works, Moonlighting Films",
Kung Fu Dunk,2008,"28, 12, 35","Shi-Jie is a brilliant martial artist from the Kung Fu School. One day, he encounters a group of youths playing basketball and shows off how easy it is for him, with his martial arts training, to do a Slam Dunk. Watching him was Chen-Li, a shrewd businessman, who recruits him to play varsity basketball at the local university.",zh,https://image.tmdb.org/t/p/w500/fKurohqZqv7flZPYnxK7gH9Ir2F.jpg,5.885,Kevin Chu,"Shanghai Film Group, Chang-Hong Channel Film & Video Co., JCE Movies, 上影英皇",
Sakkarakatti,2008,18,"Sakkarakatti is a 2008 Tamil romance film directed by Kalaprabhu and produced by his father, Kalaipuli S. Dhanu. The film featured debutant Shanthnoo Bhagyaraj, son of veteran actor K. Bhagyaraj, in the lead role while Ishita Sharma and Vedhika also played significant roles. It also featured a successful soundtrack composed by A. R. Rahman, with the song ""Taxi Taxi"" sung by Benny Dayal becoming popular before the film's release. The film released on 26 September 2008 to normal reviews from critics and endured an average run at the box office",ta,https://image.tmdb.org/t/p/w500/kxlADOdMS8yXUoG6WqBf5YPAOKs.jpg,2.5,Kalaprabhu,V Creations,
I'll Come Running,2008,"18, 10749","A young Danish man traveling through Texas hooks up with an Austin girl, and even though they're not planning to see each other again, tragic circumstances lead her to his doorstep in Denmark.",en,https://image.tmdb.org/t/p/w500/fx60AOZM2b0LOYkLIC163c9lIZs.jpg,6.4,Spencer Parsons,filmscience,
Forever Enthralled,2008,"18, 36","The epic story Mei Lanfang, who overcame the prejudice against artists in 1930s China to become the country's greatest opera star.",zh,https://image.tmdb.org/t/p/w500/dcDDOxNZwQrjuM8zhU4nPPD0k8m.jpg,6.2,Chen Kaige,"CMC Entertainment, China Film Group Corporation, Emperor Motion Pictures, Beijing Film Studio",
Tokyo Joe: The Man Who Brought Down The Chicago Mob,2008,99,"A documentary about an extraordinary life of Ken Eto. The only Japanese American member of the Chicago mob, Ken survives three shots to the head from assassins sent by his boss. He enters the federal witness protection program and helps the government's efforts to fight the syndicate. He arrest gangsters and corrupt politicians, including former Governor of Illinois, George Ryan. Ken was a second generation Japanese American, who ran away from strict preacher father in California at the age of 14. He was interned in Minidoka, Idaho, and subsequently became a gambler, as well as an owner of bars and restaurants in Chicago. He was a chick magnet and also a ruthless operator who was feared by those who knew him.",en,https://image.tmdb.org/t/p/w500/APQ9uLv4I0GE2k1gg7IzaIq0Rf.jpg,0,Kenichi Oguri,TFC,
The House Bunny,2008,"10749, 35","Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",en,https://image.tmdb.org/t/p/w500/4oGGJ824vqIqDtyMvMuK44pDEmx.jpg,5.7,Fred Wolf,"Alta Loma Entertainment, Columbia Pictures, Relativity Media, Happy Madison Productions",
Dead On: The Life and Cinema of George A. Romero,2008,,"""Dead On"" examines George's fantastic body of film work as it stands to date, and investigates a number of aspects of George's work, working style, and involvement with the independent and Hollywood film communities.",en,N/A,6,Rusty Nails,,
Monocerus,2008,"18, 10751, 9648","Sarah Good is a 14 year old American girl and a talented show jumper. Therefore, no one understands why she suddenly loses control of her horse at a show, and badly injures herself. Sarah herself knows why she fell. In the middle of her jump she had a vision of her long lost grandmother Gudrun Schillingmeyer saying good bye. At the same time an old lady is put to rest in Norway. Gudrun lived a long and colored life. Now she follows her daughter Svanhild to her final resting place. What is the connection with Sarah's fear of horses? Sarah knows that she has to get back on her horse, but how? She will find her answer in a remote part of Norway.",en,https://image.tmdb.org/t/p/w500/7pNvyWI8Cv8VCx82s3U49QWZ6W9.jpg,0,N/A,Incitus,
